choice	experiment_id	weight	p_zone	a_zone	outward_period	return_period	purpose	CarOwnershipConstant23	WAWE_Cost_Outward	KAWE_Cost_Outward	Bicycle_Cost_Outward	Walk_Cost_Return	Car_Cost_Return	Car_Cost_Outward	WAPE_Cost_Return	Bicycle_Cost_Return	a_CBDNonCore	WAWE_Cost_Return	Walk_Cost_Outward	a_CBDCore	CarOwnershipConstant0	PAWE_Cost_Outward	a_OuterFrame	WAKE_Cost_Return	a_CBDFrame	Bicycle_av	Car_av	PT_Kiss_Access_av	PT_Park_Access_av	PT_Walk_Access_av	Walk_av
2	12603	51.8366870526121	1472	1013	0	15	1001	1	0.0	0.0	0.0	9119.236328125	1153.33813476562	0.0	3348.90795898438	2279.8076171875	0	4995.56640625	0.0	0	0	0.0	0	3348.90795898438	0	1	1	1	1	1	1
2	12604	15.0251271427647	1472	1467	0	15	1001	1	0.0	0.0	0.0	1267.96789550781	150.371826171875	0.0	3040.11328125	316.991973876953	0	2601.09594726562	0.0	0	0	0.0	0	3040.11328125	0	1	1	1	1	1	1
2	12605	86.239029530114	1128	1863	0	15	1001	1	0.0	0.0	0.0	10262.4013671875	947.550903320312	0.0	3128.1103515625	2565.599609375	0	3479.22680664062	0.0	0	0	0.0	0	3128.1103515625	0	1	1	1	1	1	1
2	12606	61.3240824507085	2344	794	0	15	1001	1	0.0	0.0	0.0	6308.35205078125	677.942016601562	0.0	4009.55883789062	1577.08813476562	0	5025.2880859375	0.0	0	0	0.0	0	4009.55883789062	0	1	1	1	1	1	1
2	12607	41.2064626522585	2344	6	0	15	1001	1	0.0	0.0	0.0	14332.79296875	1234.1005859375	0.0	3043.51635742188	2866.55932617188	0	4043.95654296875	0.0	1	0	0.0	0	3043.51635742188	0	1	1	1	1	1	1
2	12608	89.1978085400017	1273	1241	15	0	1001	1	2303.30712890625	2119.0732421875	622.27197265625	0.0	0.0	296.974243164062	0.0	0.0	0	0.0	2489.087890625	0	0	2155.92065429688	0	0.0	0	1	1	1	1	1	1
2	12609	58.311635544945	1515	1486	0	15	1001	0	0.0	0.0	0.0	3722.11157226562	423.713562011719	0.0	3695.58862304688	930.528076171875	0	4506.83935546875	0.0	0	0	0.0	0	3695.58862304688	0	1	1	1	1	1	1
2	12610	105.870945698286	1515	811	0	15	1001	1	0.0	0.0	0.0	8978.6884765625	914.883178710938	0.0	3327.12377929688	2222.0166015625	0	4579.521484375	0.0	0	0	0.0	0	3327.12377929688	0	1	1	1	1	1	1
2	12611	118.891071610011	2621	2609	15	0	1001	1	8013.0888671875	4616.1083984375	2543.52001953125	0.0	0.0	845.136840820312	0.0	0.0	0	0.0	10174.080078125	0	0	4650.009765625	0	0.0	0	1	1	1	1	1	1
2	12612	216.643027019647	2621	150	15	0	1001	0	5901.3125	3256.87646484375	4044.19189453125	0.0	0.0	1454.78198242188	0.0	0.0	0	0.0	17196.673828125	1	0	3283.39892578125	0	0.0	0	1	1	1	1	1	1
2	12613	216.643027019647	2621	2666	0	15	1001	0	0.0	0.0	0.0	1560.96008300781	165.488433837891	0.0	4574.42431640625	390.240051269531	0	3327.48120117188	0.0	0	0	0.0	0	4574.42431640625	0	1	1	1	1	1	1
2	12614	39.3152219668781	2872	89	0	15	1001	1	0.0	0.0	0.0	31670.86328125	1849.72045898438	0.0	3202.28149414062	5900.06396484375	0	4801.9404296875	0.0	1	0	0.0	0	3202.28149414062	0	1	1	1	1	1	1
2	12615	31.4389930082164	3016	2975	15	0	1001	1	3423.712890625	3552.8212890625	590.68798828125	0.0	0.0	259.028259277344	0.0	0.0	0	0.0	2362.75244140625	0	0	3556.79711914062	0	0.0	0	1	1	1	1	1	1
4	12616	92.2829738492693	888	42	0	15	1001	0	0.0	0.0	0.0	7087.6806640625	724.087341308594	0.0	1885.4326171875	1416.38354492188	0	2612.5732421875	0.0	1	0	0.0	0	1885.4326171875	0	1	1	1	1	1	1
2	12617	50.9175944061193	3234	2929	0	15	1001	1	0.0	0.0	0.0	33613.046875	2497.30053710938	0.0	5691.93603515625	8403.26171875	0	6691.99462890625	0.0	0	0	0.0	0	5691.93603515625	0	1	1	1	1	1	1
2	12618	91.0333583487628	3052	2942	0	15	1001	1	0.0	0.0	0.0	8668.4169921875	700.922790527344	0.0	3996.01977539062	2167.10375976562	0	3827.17578125	0.0	0	0	0.0	0	3996.01977539062	0	1	1	1	1	1	1
2	12619	86.5496530964775	3052	3024	15	0	1001	1	6437.36572265625	4680.73486328125	1817.28002929688	0.0	0.0	590.830383300781	0.0	0.0	0	0.0	7269.11962890625	0	0	4680.73486328125	0	0.0	0	1	1	1	1	1	1
2	12620	39.974225240565	2904	2950	15	0	1001	1	3330.80004882812	2962.25708007812	813.215942382812	0.0	0.0	337.580139160156	0.0	0.0	0	0.0	3252.86401367188	0	0	2969.29907226562	0	0.0	0	1	1	1	1	1	1
2	12621	62.3107282956193	2986	2925	0	15	1001	1	0.0	0.0	0.0	3414.1435546875	351.043212890625	0.0	3919.59521484375	853.536010742188	0	4608.59912109375	0.0	0	0	0.0	0	3919.59521484375	0	1	1	1	1	1	1
